id,churn_probability
94221,0.009
94222,0.006
94223,0.006
94224,0.003
94225,0.0045
94226,0.0075
94227,0.018
94228,0.006
94229,0.051
94230,0.0135
94231,1.23
94232,0.003
94233,0.0045
94234,0.0045
94235,0.009
94236,1.3725
94237,0.0075
94238,0.009
94239,0.018
94240,0.0855
94241,0.0075
94242,0.006
94243,0.0105
94244,0.0075
94245,0.012
94246,1.329
94247,0.0075
94248,0.0075
94249,0.003
94250,0.006
94251,0.0045
94252,0.003
94253,0.003
94254,0.0915
94255,0.0045
94256,0.0645
94257,0.0075
94258,0.0105
94259,0.0045
94260,0.006
94261,0.006
94262,0.0375
94263,0.069
94264,0.006
94265,0.003
94266,1.179
94267,0.006
94268,0.003
94269,0.003
94270,0.009
94271,0.0105
94272,0.0015
94273,0.0075
94274,0.0015
94275,0.003
94276,0.0045
94277,0.006
94278,0.003
94279,0.009
94280,0.006
94281,0.003
94282,1.263
94283,0.0165
94284,0.006
94285,0.0075
94286,0.042
94287,0.0075
94288,0.006
94289,0.003
94290,0.0465
94291,0.042
94292,0.0045
94293,0.0195
94294,0.0045
94295,0.0045
94296,0.0045
94297,0.024
94298,0.0
94299,0.063
94300,1.179
94301,0.006
94302,0.0015
94303,0.0135
94304,0.0045
94305,0.015
94306,0.03
94307,0.0045
94308,0.0375
94309,0.0045
94310,0.0285
94311,0.006
94312,0.0045
94313,0.006
94314,0.006
94315,0.027
94316,0.003
94317,0.003
94318,0.0285
94319,0.0555
94320,0.003
94321,0.003
94322,0.006
94323,0.0075
94324,0.0045
94325,0.015
94326,0.0045
94327,0.0075
94328,0.006
94329,0.003
94330,0.0165
94331,0.0045
94332,0.441
94333,0.0105
94334,0.0075
94335,0.4125
94336,0.0375
94337,0.003
94338,0.0105
94339,0.003
94340,0.012
94341,0.24
94342,0.012
94343,1.1445
94344,0.009
94345,0.003
94346,0.0015
94347,0.006
94348,0.006
94349,0.0045
94350,0.006
94351,0.0045
94352,0.003
94353,0.012
94354,1.284
94355,0.0075
94356,0.006
94357,0.0075
94358,0.0135
94359,0.009
94360,1.257
94361,0.012
94362,0.0075
94363,1.176
94364,0.0045
94365,0.993
94366,0.0045
94367,1.2555
94368,1.1835
94369,0.0105
94370,0.006
94371,0.003
94372,0.006
94373,0.0075
94374,1.14
94375,1.1205
94376,0.003
94377,0.009
94378,0.009
94379,0.006
94380,0.0075
94381,0.003
94382,0.0045
94383,0.027
94384,0.0465
94385,0.009
94386,0.003
94387,0.024
94388,0.0045
94389,0.0105
94390,0.0045
94391,0.0075
94392,0.0075
94393,0.042
94394,0.0735
94395,0.0045
94396,0.009
94397,0.006
94398,0.0045
94399,0.009
94400,0.0075
94401,0.009
94402,0.006
94403,0.009
94404,0.006
94405,0.003
94406,0.006
94407,0.006
94408,0.0165
94409,0.024
94410,0.0015
94411,0.006
94412,1.281
94413,0.003
94414,0.0075
94415,0.0045
94416,0.021
94417,0.015
94418,1.1835
94419,0.0165
94420,0.09
94421,0.0285
94422,0.0045
94423,0.009
94424,0.0015
94425,0.0
94426,0.0015
94427,0.0
94428,0.054
94429,0.009
94430,0.006
94431,0.006
94432,0.0375
94433,0.0075
94434,1.0365
94435,0.0045
94436,0.0075
94437,0.009
94438,0.012
94439,0.0015
94440,0.1515
94441,0.0045
94442,0.009
94443,0.0045
94444,0.027
94445,0.003
94446,0.0075
94447,0.006
94448,0.009
94449,0.009
94450,0.0735
94451,0.006
94452,0.0045
94453,0.0045
94454,0.0075
94455,0.0075
94456,0.0015
94457,0.006
94458,0.0135
94459,0.018
94460,0.006
94461,0.0135
94462,0.0045
94463,0.0675
94464,0.003
94465,0.006
94466,0.009
94467,1.293
94468,0.012
94469,0.009
94470,0.009
94471,0.012
94472,0.0075
94473,0.0135
94474,1.2795
94475,0.003
94476,0.003
94477,0.006
94478,0.009
94479,0.006
94480,0.003
94481,1.164
94482,0.0255
94483,0.0075
94484,0.003
94485,0.003
94486,0.03
94487,0.0045
94488,0.0045
94489,0.0045
94490,0.006
94491,0.0045
94492,1.281
94493,0.012
94494,0.0075
94495,0.0045
94496,0.0045
94497,0.009
94498,0.003
94499,0.009
94500,0.0045
94501,0.0
94502,0.0255
94503,0.0165
94504,0.003
94505,0.0615
94506,0.015
94507,1.311
94508,0.003
94509,1.119
94510,0.006
94511,1.3065
94512,0.003
94513,0.003
94514,0.006
94515,0.006
94516,0.003
94517,0.003
94518,0.009
94519,0.1215
94520,1.107
94521,1.3605
94522,0.0225
94523,0.009
94524,0.003
94525,0.006
94526,1.338
94527,0.0045
94528,0.003
94529,1.326
94530,0.0045
94531,0.003
94532,0.0045
94533,0.336
94534,0.0195
94535,0.33
94536,0.018
94537,0.006
94538,0.0465
94539,0.006
94540,0.033
94541,0.006
94542,0.006
94543,0.0045
94544,0.0105
94545,0.006
94546,0.0045
94547,0.006
94548,0.003
94549,0.069
94550,0.009
94551,0.006
94552,0.006
94553,0.0045
94554,0.021
94555,0.0075
94556,0.0075
94557,0.0015
94558,0.0135
94559,0.012
94560,0.009
94561,0.006
94562,0.0045
94563,0.003
94564,0.0045
94565,0.0045
94566,0.4185
94567,0.006
94568,0.0045
94569,0.0045
94570,0.006
94571,0.0105
94572,0.006
94573,0.015
94574,0.009
94575,0.003
94576,0.015
94577,0.0135
94578,0.0045
94579,0.0045
94580,0.006
94581,0.009
94582,0.006
94583,0.936
94584,0.0075
94585,0.009
94586,0.009
94587,0.0075
94588,1.254
94589,0.0015
94590,0.006
94591,0.006
94592,0.0075
94593,1.1535
94594,1.2075
94595,0.009
94596,0.0075
94597,0.015
94598,0.0045
94599,0.003
94600,0.009
94601,0.168
94602,0.006
94603,0.0105
94604,0.006
94605,0.0075
94606,0.0075
94607,0.0015
94608,0.009
94609,0.006
94610,0.0075
94611,0.009
94612,1.254
94613,0.0195
94614,0.009
94615,0.0045
94616,0.699
94617,0.0045
94618,0.0135
94619,0.0045
94620,0.006
94621,0.009
94622,0.045
94623,0.0045
94624,0.006
94625,0.0675
94626,0.0525
94627,0.0105
94628,0.0075
94629,0.009
94630,0.0075
94631,0.003
94632,0.0045
94633,0.0045
94634,0.018
94635,0.0045
94636,0.1245
94637,0.012
94638,0.0915
94639,0.0075
94640,0.006
94641,0.0225
94642,0.0225
94643,0.0075
94644,0.003
94645,0.048
94646,0.1335
94647,0.0045
94648,0.009
94649,0.0015
94650,0.012
94651,1.1205
94652,1.26
94653,0.024
94654,1.2735
94655,0.0105
94656,0.0465
94657,0.0075
94658,0.0195
94659,0.009
94660,0.009
94661,0.0105
94662,0.003
94663,0.006
94664,0.0135
94665,0.045
94666,0.003
94667,1.305
94668,0.009
94669,0.0165
94670,0.0105
94671,0.0045
94672,0.0015
94673,0.006
94674,0.0105
94675,0.0135
94676,0.0015
94677,1.2855
94678,0.21
94679,0.006
94680,0.03
94681,0.003
94682,0.0105
94683,0.003
94684,0.0165
94685,0.006
94686,0.006
94687,0.006
94688,0.0015
94689,0.0255
94690,0.0105
94691,0.003
94692,0.006
94693,0.0045
94694,0.0105
94695,0.006
94696,0.0045
94697,0.018
94698,0.027
94699,0.0135
94700,0.006
94701,0.003
94702,0.0015
94703,1.2705
94704,0.003
94705,0.006
94706,0.006
94707,0.006
94708,0.003
94709,0.009
94710,0.0045
94711,0.003
94712,0.0045
94713,0.012
94714,0.009
94715,0.0105
94716,0.0045
94717,0.003
94718,0.009
94719,0.003
94720,0.0075
94721,0.003
94722,0.003
94723,0.0225
94724,0.0105
94725,0.0015
94726,0.009
94727,0.027
94728,0.0075
94729,0.006
94730,0.0585
94731,0.009
94732,0.0105
94733,0.042
94734,0.006
94735,0.126
94736,0.003
94737,0.0045
94738,0.0105
94739,0.0075
94740,0.033
94741,0.006
94742,0.0045
94743,0.0135
94744,0.0075
94745,0.003
94746,0.009
94747,0.0045
94748,0.0045
94749,0.012
94750,0.0105
94751,0.0135
94752,0.006
94753,1.266
94754,0.0045
94755,0.0045
94756,1.344
94757,0.006
94758,0.006
94759,0.0015
94760,0.006
94761,0.003
94762,0.093
94763,0.0135
94764,0.006
94765,0.012
94766,0.009
94767,0.0045
94768,0.009
94769,0.006
94770,0.0105
94771,0.0045
94772,0.0105
94773,0.009
94774,0.006
94775,0.0225
94776,0.003
94777,0.006
94778,0.0255
94779,0.003
94780,0.0045
94781,0.006
94782,0.006
94783,0.009
94784,0.0045
94785,0.0075
94786,0.003
94787,0.0075
94788,0.0315
94789,0.0045
94790,0.0045
94791,0.003
94792,0.009
94793,0.009
94794,0.006
94795,0.0045
94796,0.006
94797,0.0045
94798,0.0675
94799,0.006
94800,0.048
94801,0.006
94802,0.1635
94803,0.036
94804,0.006
94805,0.0075
94806,0.048
94807,0.009
94808,1.0995
94809,0.0075
94810,0.0075
94811,0.0735
94812,0.0015
94813,0.0075
94814,0.0015
94815,0.003
94816,0.012
94817,0.0075
94818,0.006
94819,0.105
94820,1.287
94821,0.0075
94822,0.006
94823,0.003
94824,0.0045
94825,0.0075
94826,0.0885
94827,0.0075
94828,0.006
94829,0.072
94830,0.057
94831,0.006
94832,0.003
94833,0.006
94834,0.003
94835,0.0105
94836,0.0045
94837,0.003
94838,0.0105
94839,0.084
94840,0.012
94841,0.0045
94842,0.009
94843,0.003
94844,0.0075
94845,1.275
94846,1.275
94847,0.003
94848,0.1065
94849,0.006
94850,0.0075
94851,0.039
94852,0.003
94853,0.009
94854,0.006
94855,0.0045
94856,0.024
94857,0.0045
94858,0.003
94859,0.0015
94860,0.006
94861,0.003
94862,0.012
94863,0.006
94864,0.0195
94865,0.0075
94866,0.0015
94867,0.0075
94868,0.018
94869,1.245
94870,0.033
94871,0.03
94872,0.0345
94873,0.0075
94874,1.2405
94875,0.0105
94876,0.003
94877,0.0435
94878,0.006
94879,0.0105
94880,0.006
94881,0.0045
94882,0.006
94883,0.003
94884,0.234
94885,0.072
94886,0.003
94887,1.269
94888,0.003
94889,0.006
94890,0.006
94891,0.186
94892,0.018
94893,0.0105
94894,0.0045
94895,0.0075
94896,0.0345
94897,0.003
94898,1.3155
94899,0.0045
94900,0.006
94901,0.0255
94902,0.03
94903,0.0045
94904,0.0045
94905,0.0045
94906,0.0015
94907,0.0225
94908,0.0045
94909,0.0045
94910,0.0075
94911,0.015
94912,0.0045
94913,0.0075
94914,0.0075
94915,0.0105
94916,0.0465
94917,0.006
94918,0.0405
94919,0.0075
94920,0.012
94921,0.0015
94922,0.0045
94923,0.0045
94924,0.0075
94925,0.009
94926,0.045
94927,1.3155
94928,0.0045
94929,0.012
94930,0.003
94931,0.0015
94932,0.0045
94933,0.009
94934,0.0105
94935,0.0165
94936,0.009
94937,0.0075
94938,0.0075
94939,0.0075
94940,0.009
94941,0.0075
94942,0.015
94943,0.006
94944,0.0945
94945,0.006
94946,0.0045
94947,0.006
94948,0.012
94949,0.0045
94950,1.3095
94951,0.0045
94952,0.0105
94953,0.0045
94954,0.003
94955,0.0015
94956,0.006
94957,0.0045
94958,0.06
94959,0.006
94960,0.006
94961,0.006
94962,0.009
94963,0.0915
94964,0.0105
94965,0.0015
94966,0.006
94967,0.0045
94968,0.0045
94969,0.003
94970,0.0045
94971,0.0045
94972,0.006
94973,0.003
94974,0.192
94975,0.0075
94976,0.0045
94977,0.003
94978,0.009
94979,0.012
94980,0.0
94981,0.009
94982,1.1685
94983,0.006
94984,0.006
94985,0.0015
94986,0.0075
94987,0.0135
94988,0.0045
94989,0.009
94990,0.003
94991,0.015
94992,1.3245
94993,0.006
94994,0.0075
94995,1.1565
94996,0.0045
94997,0.1665
94998,0.0405
94999,0.009
95000,0.0195
95001,0.006
95002,0.0135
95003,0.0075
95004,0.009
95005,0.048
95006,0.006
95007,1.29
95008,0.006
95009,0.3975
95010,0.123
95011,0.0045
95012,0.003
95013,0.015
95014,0.0045
95015,0.072
95016,0.0015
95017,0.0225
95018,0.006
95019,0.003
95020,0.009
95021,1.263
95022,0.0075
95023,0.0225
95024,0.0075
95025,0.0045
95026,0.042
95027,0.0045
95028,1.296
95029,0.006
95030,0.003
95031,0.0105
95032,1.29
95033,0.0075
95034,0.006
95035,0.0075
95036,0.003
95037,0.0075
95038,0.0135
95039,0.0075
95040,0.003
95041,0.006
95042,0.009
95043,0.003
95044,1.2225
95045,0.003
95046,0.006
95047,0.012
95048,0.0075
95049,0.009
95050,1.086
95051,1.35
95052,0.003
95053,0.0045
95054,0.0045
95055,0.0045
95056,0.006
95057,1.1625
95058,1.2135
95059,0.0195
95060,0.009
95061,0.0225
95062,0.003
95063,1.17
95064,0.0015
95065,0.003
95066,0.0105
95067,0.009
95068,0.015
95069,0.0
95070,0.006
95071,0.057
95072,0.0045
95073,0.0045
95074,0.003
95075,0.009
95076,0.006
95077,0.0
95078,0.012
95079,0.006
95080,0.006
95081,0.0015
95082,0.0045
95083,0.006
95084,0.0135
95085,0.027
95086,0.009
95087,0.0075
95088,0.006
95089,0.006
95090,0.057
95091,0.003
95092,0.003
95093,0.003
95094,0.054
95095,0.0105
95096,0.0075
95097,0.0075
95098,1.218
95099,0.0045
95100,0.0165
95101,0.012
95102,0.009
95103,0.0165
95104,1.2045
95105,0.0075
95106,0.003
95107,0.0135
95108,0.042
95109,1.0215
95110,0.009
95111,0.0135
95112,0.003
95113,0.0285
95114,0.0165
95115,0.006
95116,1.203
95117,0.006
95118,0.003
95119,0.0075
95120,0.003
95121,0.003
95122,1.353
95123,0.0105
95124,0.003
95125,0.0465
95126,0.1305
95127,0.006
95128,0.0135
95129,0.0045
95130,0.003
95131,0.051
95132,0.0075
95133,0.018
95134,0.0225
95135,1.077
95136,0.006
95137,0.006
95138,0.003
95139,0.018
95140,0.009
95141,0.0135
95142,0.0105
95143,0.006
95144,0.006
95145,0.006
95146,1.254
95147,0.0015
95148,0.0225
95149,0.261
95150,0.009
95151,0.006
95152,0.0075
95153,0.0045
95154,0.006
95155,0.006
95156,0.015
95157,0.0045
95158,0.006
95159,0.0075
95160,1.128
95161,0.0075
95162,0.0075
95163,1.0485
95164,0.012
95165,0.0135
95166,0.0075
95167,0.018
95168,0.027
95169,0.0045
95170,0.057
95171,0.0045
95172,0.0105
95173,0.0105
95174,0.012
95175,0.0045
95176,0.015
95177,0.0225
95178,0.006
95179,1.3455
95180,0.003
95181,0.009
95182,0.045
95183,1.1955
95184,0.0075
95185,0.0075
95186,0.0195
95187,0.0135
95188,1.323
95189,0.006
95190,0.0075
95191,0.0015
95192,0.003
95193,0.003
95194,0.006
95195,1.1895
95196,1.248
95197,0.0075
95198,0.003
95199,0.0015
95200,0.003
95201,0.0015
95202,0.006
95203,0.0075
95204,0.003
95205,0.0045
95206,0.009
95207,0.0045
95208,0.009
95209,0.003
95210,0.0015
95211,0.003
95212,0.0045
95213,1.2675
95214,0.0075
95215,0.0045
95216,0.0045
95217,0.0045
95218,0.027
95219,0.0045
95220,0.003
95221,0.006
95222,0.0045
95223,0.0075
95224,1.266
95225,0.0045
95226,0.0105
95227,0.027
95228,0.0045
95229,0.006
95230,0.0075
95231,0.0075
95232,0.009
95233,0.003
95234,0.0075
95235,0.0045
95236,0.0045
95237,0.006
95238,0.0015
95239,0.0135
95240,0.006
95241,0.009
95242,0.003
95243,1.206
95244,0.003
95245,0.0045
95246,0.006
95247,0.036
95248,0.006
95249,0.0045
95250,0.0045
95251,0.0075
95252,0.0045
95253,0.003
95254,0.0045
95255,0.8445
95256,0.006
95257,0.006
95258,0.0585
95259,0.006
95260,0.006
95261,0.009
95262,0.33
95263,0.003
95264,0.006
95265,0.0015
95266,0.0045
95267,0.0255
95268,0.009
95269,0.0165
95270,0.006
95271,0.0045
95272,0.006
95273,0.003
95274,0.009
95275,1.236
95276,0.003
95277,0.003
95278,0.006
95279,0.0045
95280,0.012
95281,0.006
95282,1.293
95283,0.0075
95284,0.0075
95285,0.012
95286,0.0075
95287,0.0075
95288,0.0075
95289,0.0075
95290,0.0075
95291,0.0075
95292,0.0045
95293,0.0015
95294,0.0045
95295,1.305
95296,0.012
95297,0.006
95298,0.006
95299,0.0225
95300,0.0
95301,0.0075
95302,0.0045
95303,0.003
95304,0.0105
95305,0.0045
95306,0.003
95307,0.0135
95308,0.0045
95309,0.0045
95310,0.0045
95311,0.027
95312,0.018
95313,0.024
95314,0.0045
95315,0.003
95316,0.0045
95317,0.006
95318,0.003
95319,0.0285
95320,0.114
95321,0.006
95322,0.003
95323,0.0195
95324,0.0075
95325,0.0075
95326,0.012
95327,0.009
95328,1.3665
95329,0.1575
95330,0.4695
95331,0.003
95332,0.006
95333,0.006
95334,0.0045
95335,0.0
95336,0.009
95337,0.0075
95338,0.0075
95339,0.009
95340,0.009
95341,0.0045
95342,0.0045
95343,0.003
95344,0.0105
95345,0.0075
95346,0.0045
95347,0.0165
95348,0.0105
95349,0.003
95350,0.0015
95351,0.006
95352,0.0045
95353,0.0075
95354,0.009
95355,0.003
95356,0.0075
95357,0.0105
95358,0.009
95359,0.009
95360,0.009
95361,0.0045
95362,0.5865
95363,0.003
95364,0.0105
95365,0.003
95366,0.0045
95367,0.0075
95368,1.287
95369,1.2705
95370,0.0075
95371,0.0045
95372,0.0915
95373,0.0045
95374,0.039
95375,0.009
95376,0.0105
95377,0.0045
95378,0.027
95379,0.0045
95380,0.006
95381,0.009
95382,1.3395
95383,0.0045
95384,0.0465
95385,0.003
95386,0.0045
95387,0.0045
95388,0.915
95389,0.006
95390,0.291
95391,0.0045
95392,0.003
95393,0.0135
95394,0.003
95395,0.024
95396,0.003
95397,0.006
95398,0.006
95399,0.009
95400,0.0555
95401,0.0045
95402,0.006
95403,0.0255
95404,0.009
95405,0.0075
95406,0.777
95407,0.006
95408,0.0075
95409,0.0105
95410,1.2615
95411,0.018
95412,0.0045
95413,0.006
95414,0.0045
95415,0.0135
95416,0.006
95417,0.006
95418,0.003
95419,0.003
95420,0.0045
95421,0.003
95422,0.0045
95423,0.051
95424,1.185
95425,0.0495
95426,0.0345
95427,0.027
95428,1.266
95429,0.0075
95430,0.0045
95431,0.006
95432,0.0075
95433,0.0075
95434,0.003
95435,0.0045
95436,0.003
95437,1.254
95438,0.009
95439,0.0075
95440,0.0045
95441,0.006
95442,0.003
95443,0.0045
95444,0.0105
95445,0.0015
95446,0.0075
95447,0.009
95448,0.0105
95449,0.0225
95450,0.006
95451,0.003
95452,0.009
95453,0.0045
95454,0.0105
95455,0.006
95456,0.0735
95457,0.009
95458,0.003
95459,0.0075
95460,0.0195
95461,0.0195
95462,0.009
95463,0.009
95464,0.0015
95465,0.009
95466,0.006
95467,0.0165
95468,0.0105
95469,1.1715
95470,0.009
95471,0.006
95472,0.006
95473,0.0105
95474,1.29
95475,0.009
95476,0.024
95477,0.0165
95478,0.0345
95479,0.006
95480,0.0045
95481,0.105
95482,0.051
95483,0.006
95484,0.0105
95485,0.045
95486,0.0045
95487,0.0015
95488,1.179
95489,0.0015
95490,0.0045
95491,0.015
95492,0.0075
95493,1.17
95494,0.003
95495,0.0285
95496,1.251
95497,0.006
95498,0.0105
95499,0.021
95500,0.0225
95501,0.009
95502,0.0105
95503,0.006
95504,0.003
95505,0.006
95506,0.009
95507,0.015
95508,0.0045
95509,0.0075
95510,0.0045
95511,0.0105
95512,0.003
95513,0.3015
95514,0.009
95515,0.009
95516,0.0045
95517,0.003
95518,0.0075
95519,0.033
95520,0.0105
95521,0.0075
95522,0.009
95523,0.5865
95524,0.0105
95525,0.003
95526,0.006
95527,0.015
95528,0.0315
95529,0.006
95530,0.003
95531,0.0195
95532,1.3215
95533,0.0075
95534,0.015
95535,1.119
95536,0.0045
95537,0.0015
95538,0.0
95539,0.006
95540,0.006
95541,0.0045
95542,0.0075
95543,0.0105
95544,0.0135
95545,0.0075
95546,0.012
95547,0.0045
95548,0.003
95549,0.009
95550,0.0045
95551,0.006
95552,0.0165
95553,0.003
95554,0.0045
95555,1.3665
95556,0.009
95557,0.057
95558,1.278
95559,0.0075
95560,0.009
95561,0.006
95562,0.0375
95563,0.0015
95564,0.0075
95565,0.006
95566,0.057
95567,0.045
95568,0.0045
95569,0.0075
95570,0.0015
95571,0.006
95572,0.03
95573,0.0105
95574,0.0105
95575,0.0255
95576,0.0075
95577,0.0075
95578,1.098
95579,0.0075
95580,0.009
95581,0.009
95582,0.0075
95583,0.048
95584,0.0015
95585,0.0105
95586,0.0045
95587,0.006
95588,0.009
95589,0.0045
95590,0.006
95591,0.003
95592,0.003
95593,0.006
95594,0.012
95595,0.003
95596,0.0075
95597,0.006
95598,0.0015
95599,0.015
95600,1.317
95601,0.009
95602,0.0045
95603,0.0165
95604,0.006
95605,0.0075
95606,0.0045
95607,0.0075
95608,0.0105
95609,0.006
95610,0.012
95611,0.003
95612,0.0105
95613,1.383
95614,0.003
95615,0.006
95616,0.0255
95617,0.0045
95618,0.0045
95619,0.006
95620,0.0195
95621,0.0105
95622,1.1595
95623,0.03
95624,1.1535
95625,1.1805
95626,0.0045
95627,1.2795
95628,0.0255
95629,0.0075
95630,0.0165
95631,0.006
95632,0.009
95633,0.006
95634,0.0045
95635,0.009
95636,0.0105
95637,0.0015
95638,0.06
95639,0.0105
95640,0.0045
95641,0.0015
95642,0.0015
95643,0.006
95644,0.0045
95645,0.003
95646,1.2825
95647,0.006
95648,0.003
95649,0.003
95650,0.006
95651,0.006
95652,0.006
95653,0.051
95654,0.0105
95655,0.006
95656,0.006
95657,0.7545
95658,0.0075
95659,0.0045
95660,0.006
95661,0.0435
95662,0.0075
95663,0.012
95664,0.1035
95665,0.0075
95666,0.0075
95667,0.0225
95668,0.006
95669,0.009
95670,0.006
95671,1.2825
95672,0.009
95673,0.021
95674,0.0045
95675,0.0075
95676,0.015
95677,0.051
95678,0.006
95679,0.036
95680,0.0015
95681,0.006
95682,0.003
95683,0.006
95684,0.012
95685,0.003
95686,0.0075
95687,0.039
95688,0.003
95689,0.0015
95690,0.024
95691,0.006
95692,0.015
95693,0.2055
95694,0.003
95695,0.0045
95696,0.0045
95697,0.132
95698,0.0045
95699,1.248
95700,1.1955
95701,0.003
95702,0.0075
95703,1.182
95704,0.0135
95705,0.0045
95706,0.0165
95707,0.0045
95708,0.051
95709,0.0225
95710,0.0045
95711,0.003
95712,0.003
95713,0.0465
95714,0.048
95715,0.009
95716,0.3405
95717,0.0075
95718,0.015
95719,0.0015
95720,0.0045
95721,0.0045
95722,0.015
95723,1.227
95724,0.0075
95725,0.0075
95726,0.0045
95727,0.003
95728,0.003
95729,0.0435
95730,0.0045
95731,0.0375
95732,1.2855
95733,0.0525
95734,0.0315
95735,0.006
95736,0.0135
95737,0.081
95738,0.006
95739,0.0135
95740,0.003
95741,0.0255
95742,0.0075
95743,0.006
95744,0.0075
95745,0.0075
95746,0.006
95747,0.0075
95748,1.269
95749,0.036
95750,0.0045
95751,0.0075
95752,0.0285
95753,0.0105
95754,0.0105
95755,0.009
95756,0.006
95757,0.027
95758,0.003
95759,0.0075
95760,1.332
95761,1.185
95762,0.015
95763,1.194
95764,0.0015
95765,0.003
95766,0.051
95767,0.012
95768,0.081
95769,0.003
95770,0.0045
95771,0.0045
95772,0.006
95773,0.006
95774,0.0075
95775,0.036
95776,0.012
95777,0.0075
95778,0.003
95779,1.3605
95780,0.0015
95781,0.021
95782,0.003
95783,0.0315
95784,0.039
95785,0.003
95786,0.009
95787,0.051
95788,0.0015
95789,0.0165
95790,0.0105
95791,0.0075
95792,0.0045
95793,0.018
95794,0.003
95795,0.003
95796,0.0165
95797,0.006
95798,0.1815
95799,0.0045
95800,0.009
95801,1.3725
95802,1.2675
95803,0.0045
95804,0.0585
95805,0.0285
95806,0.0075
95807,0.0105
95808,0.006
95809,0.0135
95810,0.0045
95811,0.0075
95812,0.006
95813,0.0045
95814,0.006
95815,0.0045
95816,0.0045
95817,0.0255
95818,0.0045
95819,0.0105
95820,0.009
95821,0.006
95822,0.0105
95823,1.188
95824,0.012
95825,0.0945
95826,0.936
95827,1.362
95828,0.006
95829,0.0435
95830,0.006
95831,0.003
95832,0.006
95833,0.0135
95834,0.003
95835,0.0015
95836,1.2795
95837,0.0015
95838,0.006
95839,0.0075
95840,0.006
95841,0.033
95842,1.2525
95843,0.006
95844,0.012
95845,0.024
95846,0.087
95847,0.0045
95848,0.0585
95849,0.0135
95850,0.006
95851,0.003
95852,0.0285
95853,0.006
95854,0.003
95855,0.012
95856,1.0995
95857,0.0045
95858,0.003
95859,0.0075
95860,0.0075
95861,0.0075
95862,0.0075
95863,0.003
95864,0.0045
95865,0.009
95866,0.0045
95867,0.0075
95868,0.0045
95869,0.021
95870,0.006
95871,1.1355
95872,0.615
95873,0.003
95874,0.0105
95875,0.0135
95876,0.006
95877,0.0045
95878,0.0105
95879,0.0015
95880,1.308
95881,1.149
95882,0.0075
95883,0.009
95884,0.0045
95885,0.0045
95886,0.0195
95887,0.012
95888,0.0015
95889,0.051
95890,1.3035
95891,1.164
95892,0.0015
95893,0.006
95894,0.003
95895,0.012
95896,0.003
95897,0.0015
95898,0.0045
95899,0.0135
95900,0.054
95901,0.1215
95902,0.0105
95903,0.0045
95904,0.006
95905,0.657
95906,0.0015
95907,0.018
95908,0.0525
95909,0.0045
95910,0.0195
95911,0.006
95912,0.0075
95913,0.0555
95914,0.018
95915,0.0135
95916,0.0045
95917,0.0075
95918,0.036
95919,0.006
95920,0.003
95921,0.0105
95922,0.0045
95923,0.0075
95924,1.335
95925,1.2825
95926,0.0075
95927,0.0045
95928,0.0105
95929,0.087
95930,0.0045
95931,0.033
95932,0.012
95933,0.003
95934,0.003
95935,0.006
95936,0.0165
95937,0.0105
95938,0.0105
95939,0.0045
95940,0.006
95941,0.009
95942,0.0
95943,0.012
95944,0.0075
95945,0.003
95946,0.0075
95947,0.003
95948,0.0045
95949,0.009
95950,0.027
95951,0.009
95952,0.009
95953,0.006
95954,1.2315
95955,0.006
95956,0.003
95957,0.009
95958,0.3345
95959,0.0045
95960,0.015
95961,0.0045
95962,0.0075
95963,0.0075
95964,0.003
95965,0.006
95966,0.003
95967,0.006
95968,0.0075
95969,0.006
95970,0.003
95971,0.009
95972,1.362
95973,0.0015
95974,0.012
95975,0.0075
95976,0.0075
95977,0.0045
95978,0.333
95979,0.0075
95980,0.0075
95981,0.1545
95982,0.042
95983,0.009
95984,0.0015
95985,0.048
95986,1.35
95987,0.0075
95988,0.003
95989,0.024
95990,1.239
95991,0.0045
95992,0.0045
95993,0.0075
95994,0.0165
95995,0.0045
95996,0.006
95997,0.0015
95998,0.0075
95999,0.0075
96000,0.006
96001,0.009
96002,0.0555
96003,0.0075
96004,0.012
96005,0.0525
96006,0.7215
96007,0.0225
96008,0.0645
96009,0.003
96010,0.0075
96011,0.003
96012,0.0045
96013,0.003
96014,0.0255
96015,0.0645
96016,0.003
96017,0.003
96018,0.0015
96019,0.0105
96020,0.006
96021,0.003
96022,0.0285
96023,0.006
96024,0.0075
96025,0.0045
96026,0.0045
96027,1.2465
96028,0.009
96029,0.003
96030,0.009
96031,0.003
96032,0.003
96033,1.3065
96034,0.003
96035,0.0075
96036,0.0105
96037,0.0075
96038,0.0075
96039,0.0075
96040,0.003
96041,0.009
96042,0.006
96043,0.009
96044,0.0045
96045,0.0435
96046,0.006
96047,0.009
96048,0.0075
96049,0.0525
96050,1.2465
96051,0.0405
96052,0.0075
96053,0.0075
96054,0.009
96055,0.0075
96056,0.0045
96057,0.012
96058,1.2495
96059,0.0045
96060,0.003
96061,1.236
96062,0.0075
96063,0.003
96064,1.2495
96065,0.027
96066,0.0015
96067,0.006
96068,0.0075
96069,0.0075
96070,0.006
96071,1.1055
96072,0.0135
96073,0.042
96074,0.0105
96075,0.0105
96076,1.3605
96077,0.003
96078,0.051
96079,0.003
96080,0.003
96081,0.0015
96082,0.0045
96083,1.2105
96084,0.009
96085,0.0045
96086,0.0045
96087,0.0135
96088,0.006
96089,0.168
